va,pa,imc_bdf,imc_vendor,imc_device,rir_entry,rir_raw,ways,way_sel,channel_bin
0x0000781c5907b000,0x000000035498d000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c5907c000,0x0000000b609fa000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c5907d000,0x0000000477861000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c5907e000,0x00000001e4034000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c5907f000,0x00000006e18a9000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59080000,0x0000000bdcaa0000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59081000,0x00000009a8ffe000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59082000,0x0000000621a59000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59083000,0x0000000418e69000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59084000,0x0000000a41f27000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59085000,0x00000008f665f000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59086000,0x00000005b8625000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59087000,0x00000003f3a94000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59088000,0x0000000395ccc000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59089000,0x000000042cc81000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c5908a000,0x0000000c869d0000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c5908b000,0x00000002a4269000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c5908c000,0x0000000c751f5000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c5908d000,0x0000000c7dc5b000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c5908e000,0x00000009db0b3000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c5908f000,0x000000044596f000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59090000,0x0000000502542000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59091000,0x000000073f0c3000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59092000,0x0000000b0d701000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59093000,0x00000003f44b9000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59094000,0x0000000544b21000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59095000,0x00000003f3918000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59096000,0x00000003f62d9000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59097000,0x00000003b9b6a000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59098000,0x000000037380a000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c59099000,0x00000003186af000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c5909a000,0x00000002af681000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c5909b000,0x00000001dc739000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c5909c000,0x0000000c3035d000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c5909d000,0x0000000853672000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c5909e000,0x00000002f51af000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c5909f000,0x0000000b6da56000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590a0000,0x0000000c53d3d000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590a1000,0x0000000cb1620000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590a2000,0x00000007daddf000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590a3000,0x000000043af6b000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590a4000,0x0000000c216b8000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590a5000,0x0000000b9fc34000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590a6000,0x0000000c362f4000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590a7000,0x0000000a8d450000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590a8000,0x000000085778a000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590a9000,0x00000003e920b000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590aa000,0x0000000918bfa000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590ab000,0x0000000c55730000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590ac000,0x0000000c34a44000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590ad000,0x0000000c53bf7000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590ae000,0x0000000b128ef000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590af000,0x0000000a3584f000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590b0000,0x00000007e2648000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590b1000,0x0000000782140000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590b2000,0x0000000214d3f000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590b3000,0x000000085708c000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590b4000,0x0000000c50ca2000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590b5000,0x00000002bedad000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590b6000,0x00000007be529000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590b7000,0x0000000ad9be7000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590b8000,0x000000087b312000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590b9000,0x0000000aac886000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590ba000,0x000000077f35d000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590bb000,0x0000000a7d717000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590bc000,0x00000007252e0000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590bd000,0x00000002ec68f000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590be000,0x0000000c9212a000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590bf000,0x00000007cfc27000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590c0000,0x0000000381457000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590c1000,0x0000000cbe33c000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590c2000,0x0000000cace90000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590c3000,0x0000000678883000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590c4000,0x000000080101f000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590c5000,0x00000006c3218000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590c6000,0x00000009fe9fa000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590c7000,0x00000007d97bc000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590c8000,0x00000003e7d2f000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590c9000,0x0000000bdce8f000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590ca000,0x0000000457c9e000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590cb000,0x0000000b7edb1000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590cc000,0x0000000c90e47000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590cd000,0x0000000c29573000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590ce000,0x0000000c55eb6000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590cf000,0x0000000ca83d1000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590d0000,0x0000000c438dd000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590d1000,0x0000000ca62fe000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590d2000,0x0000000c526c1000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590d3000,0x0000000bf66ed000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590d4000,0x0000000bf88fb000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590d5000,0x00000007a9f65000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590d6000,0x0000000c30a30000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590d7000,0x00000009de598000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590d8000,0x00000003b6594000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590d9000,0x0000000cae143000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590da000,0x000000091829e000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590db000,0x00000002a6652000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590dc000,0x0000000a910cd000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590dd000,0x0000000c04ae6000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590de000,0x000000083f80c000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590df000,0x00000008461a4000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590e0000,0x0000000299ee2000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590e1000,0x0000000536e6a000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590e2000,0x0000000667f2b000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590e3000,0x00000009cb7cd000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590e4000,0x00000008bd7ee000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590e5000,0x00000007fa057000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590e6000,0x0000000675679000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590e7000,0x000000086d526000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590e8000,0x0000000c52e68000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590e9000,0x000000098682b000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590ea000,0x00000009961ec000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590eb000,0x000000058c1c1000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590ec000,0x0000000c861e9000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590ed000,0x0000000783645000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590ee000,0x00000009d9397000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590ef000,0x000000085058a000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590f0000,0x000000077a093000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590f1000,0x0000000ca6424000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
